Post ID,Answer ID,Answer,Vote Score,Date,User ID
25,2,"
You shouldn't remove bash or any executables that exists in the base image. A lot of executables are interlinked, and removing one executables may cause other apparently unrelated executables to fail to run correctly on some corner case. Instead you should use a base image that doesn't contain anything that you don't really need. alpine makes a great minimalist base image, weighing at 5MB, it contains just the most useful stuffs and nothing more.
If you know that your application doesn't use any external binary or shell, or if you know exactly which external binary you will be needing, you may want to consider compiling into a statically linked binary and then basing your container of the scratch image.
",1,2018-03-22 10:53:34Z,310
25,3,"
The answer is: it depends. Removing bash and all other interpreters reduces the attack surface of the container. The same applies to e.g. compilers, nc, wget, ...
The real question is: is this the best way to spend the money?
E.g.

Testing and production images probably diverge 
creating a patched container gets (slightly) harder
Troubleshooting gets way more difficult 
....

A better way to spend the money might be to harden the application itself by investing in other security measures like regular penetration tests, security monitoring, automated patching, ...
",0,2018-03-22 11:15:18Z,311
25,4,"
It depends to what extent you are following the Container philosophy. If you don't need it, you should avoid using anything not strictly necessary. You should define and refer to everything you need in the Dockerfile, and the entrypoint of a web server should be the apache (or any other web server you are using) binary itself.
But more importantly, take into account that many binaries (as ls, find, etc.) are linked to the base image layer of the container, so you should leave them untouched, or make a more custom base image. Any ubuntu, debian, etc., base image will have this binaries, and tampering the base image is not recommended.
It would be a much more secure approach to define an isolated network for databases, or other backend entities, leaving just the port you are exposing to the world as attack surface.
Obviously, hardening the machine you into what you are containerizing your services is critical.
I would not worry much because of these binaries. I would worry much more about securing the access to the Docker commands to avoid invoking these binaries during the container runtime.
",0,2018-03-22 10:17:05Z,313
25,5,"
I wanted to add some more resources to the answers so far. In general, it's considered best practice for an OS container image to be as basic as it can possibly be. Removing unneeded shells is just a start. There are multiple hardened OS images out there specifically for a secure container deployment, but there are also many other things to consider, like lowest possible privileges, Read-Only file systems, and much more.
This page: https://access.redhat.com/articles/2958461 Has multiple links to many good articles. Dan Walsh's Red-Hat blog is also very good for deep level information. https://rhelblog.redhat.com/author/dan-walsh/
This page has lots more that is directly helpful to this question in the sense of practices even more useful than removing un-needed applications: https://access.redhat.com/blogs/766093/posts/2334141
And here is a hardened OS for containers. Full disclosure: I haven't used it though, our Systems Engineering worked with my security team to build a gold image for us on our cloud deployment. It's more of an example: https://coreos.com/os/docs/latest/
",0,2018-03-23 01:37:46Z,314
26,1,"
XSS is a form of code injection, i.e. the attacker manages to inject its own malicious code (usually JavaScript) into trusted code (HTML, CSS, JavaScript) provided by the site. It is similar to SQLi in that it is caused by dynamically constructed code, i.e. SQL statements, HTML pages etc.
But while there are established techniques to solve SQLi (i.e. use parameter binding) it is even harder with XSS. To defend against XSS every user controlled input must be properly escaped, which is much harder than it sounds:

Escaping rules depend on the context, i.e. HTML, HTML attribute, XHTML, URL, script, CSS contexts all have different escaping rules.
These contexts can be nested, i.e. something like <a href=javascript:XXX> is a JavaScript context inside a URL context inside a HTML attribute.
On top of that you have encoding rules for characters (UTF-8, UTF-7, latin1, ...) which again can be context specific.
The context and encoding need to be known when constructing the output: while most template engines support proper HTML escaping they are often not aware of the  surrounding context and thus cannot apply the context specific escaping rules.
On top of that browsers can behave slightly different regarding escaping or encoding.
Apart from that you'll often find in grown code with no proper separation of logic and presentation that HTML fragments gets stored in the database and it is not always clear to the developer if a specific value is HTML clean already or need to be escaped.

And while there are some simple ways to protect against XSS by design (especially Content-Security-Policy) these only work with the newest browsers, have to explicitly enabled by the developer and are often only effective after large (and expensive) changes to the code (like removing inline script). 
But still, there is a good chance to do it right if you have developers with the proper knowledge and are able to start from scratch using modern toolkits which already take care of XSS. Unfortunately in many cases there is legacy code which just needs to be kept working on. And development is usually done by developers which are not aware of XSS at all or don't know all the pitfalls. 
And as long as web development is done in environments very sensitive to cost and time the chances are low that this will change. The aim in this environment is to make the code working at all in a short time and with small costs. Companies usually compete by features and time to market and not by who as the most secure product. And XSS protection currently just means additional costs with no obvious benefit for many managers.
",32,2016-07-07 11:54:36Z,66
26,2,"
It seems easy, but is hard
First of all, the attack surface is huge. You need to deal with XSS if you want to display user input in HTML anywhere. This is something almost all sites do, unless they are built purely in static HTML.
Combine this with that fact that while XSS might seem easy to deal with, it is not. The OWASP XSS prevention cheat sheet is 4 000 words long. You need quite a large sheet to fit all that text in. 
The complexity arise because XSS works differently in different contexts. You need to do one thing if you are inserting untrusted data in JavaScript, one thing if you insert into attribute values, another thing if you insert between tags, etc. OWASP lists six different contexts that all need different rules, plus a number of contexts where you should never insert data.
Meanwhile developers are always searching for panacheas and silver bullets. They want to deletage all the hard work to a single sanitize() function that they can always call on untrusted data, call it a day, and go on with the real programming. But while many such functions have been coded, none of them work.
Let me repeat: XSS might seem easy to deal with, but it is not. The main danger lies in the first part of that sentence, not the second. The percieved simplicity encourage developers to make their own home brewed solutions - their own personalized sanitize() functions, filled with generalisations, incomplete black lists, and faulty assumptions. You filtered out javascript: in URL's, but did you think about vbscript:? Or javaSCripT   :? You encoded quotes, but did you remember to actualy enclose the attribute value in quotes? And what about character encodings?
The situation is quite similar to SQLi. Everybody kept looking for the one sanitation function to rule them all, be it named addslashes, mysql_escape_string or mysql_real_escape_string. It's cargo cult security, where people think it is enough to ritually call the right function to appease the Gods, instead of actually embracing the complexity of the problem. 
So the danger is not that developers are blissfully unaware of XSS. It is that they think that they got the situation under control, because hey, I programmed a function for it.
But why is it hard?
The web suffers from the problem that structure (HTML), presentation (CSS) and dynamics (JavaScript) are all mixed into long strings of text we put in .html files. That means that are many boundaries you can cross to move from one context to another.
Again, this is the same as with SQLi. There you mix instructions and parameter values in one string. To stop SQLi, we figured out that we have to separate the two completely and never mix them - i.e. use parametrised queries. 
The solution for XSS is similar:

Separate the scripts from the HTML.
Turn off inline scripts in the HTML.

We created an easy way to do the second part - Content Security Policy. All you need to do is to set a HTTP header. But the first part is hard. For an old web app a complete rewrite might be easier than to surgically disentangle the scripting from the HTML. So then it is easier to just rely on that magic sanitize() and hope for the best.
But the good news are that newer apps often are developed after stricter principles the use of CSP possible, and almost all browsers support it now. I'm not saying we are going to get the percentage of vulnerable sites down to 0%, but I am hopeful that it will fall a lot from 60% in the coming years.

TL;DR: This turned into a rather long rant. Not sure if there is much useful information in here - just read Steffen Ullrichs great answear if you want a clear analysis.
",22,2016-07-07 13:07:29Z,9
26,3,"
My set of opinion on security and XSS:

Rule of programming: You can't know everything. Sooner or later you are going to make a mistake.
Rule of programmer: A programmer works 12h a day: 3 is discussing with other programmers random things, 3 is thinking at other things, 3 is discussing on what it should code, 3 it's programming .... projects are made for 12h a day of almost non stop programing.
XSS is simple. And there are a lot of inputs waiting for XSS.
Security still comes last and most of the time is seen as a deficient.

",7,2016-07-07 11:31:39Z,322
26,4,"
As mentioned in the answer to a similar post of yours (SQL injection is 17 years old. Why is it still around?):

There is no general fix for SQLi because there is no fix for human stupidity

Developers sometimes get lazy or careless and that causes them to not check the application they are developing. 
Another popular reason is that the developers aren't aware that there is a security issue. They never went through any security training and so they don't know what is a potential security threat and whats not. And for company's that don't understand that a penetration test is important this lack of security knowledge is a potential threat by itself. 
Simple security issues such as SQLI and XSS will only be fixed when a company decided to spend time on code review and testing. Until then you have 65% of all websites globally suffering from the XSS vulnerability.
",6,2016-07-07 11:31:46Z,321
26,1,"
Consider this a very, very, very short description. The answer to your question can encompass an entire set of books.
Security is about risk management. Making something secure is about lowering risk. The lowering of risk goes together with putting controls into place, each control may have a certain price and can mitigate a certain risk, by lowering the likelihood a vulnerability can have a negative impact on your assets. Assets in this context can be anything a company considers valuable, this includes systems, applications, but also people, infrastructure etc...
A and B are both valid, except A would probably depend on cost. Security costs money and it doesn't make sense to spend loads of money to secure an asset if the security costs more than the asset is worth. If the value of an asset increases over time it may make sense to ""make it more secure"" over time by spending more on extra controls.
",1,2016-03-20 12:39:51Z,116
26,2,"
Risk management is the key to answering this deceptively simple question. To make data (or a device) perfectly secure, one would have to erase all knowledge of it. Destroying the data/device to make it secure makes it unavailable, violating the CIA triad cited by @SilverlightFox. By using the Enigma encryption device, the Nazi made it vulnerable. 
As long as the future (and life) is uncertain, ""as secure as possible"" is a never ending and fruitless task. So making something more secure is more to the issue of securing something. However, that raises the question: how much more secure does the data (device) need to be? How much more effort and ingenuity is appropriate to ""secure the asset?"" 
This reminds me of the following joke:

Two men are walking through a forest.  Suddenly, they see a bear
  running towards them.  They turn and start running away.  But then one
  of them stops, takes some running shoes from his bag, and starts
  putting the on.
          “What are you doing?” says the other man.  “Do you think you will run fast than the bear with those?”
          “I don’t have to run faster than the bear,” he says.  “I just have to run faster than you.”

So ""how much security is enough"" depends on the context. That's why most homes have key locks and banks go to the trouble of installing vaults. The impact of a breach on the former - though quite personal to the homeowner - is likely less costly in total that the impact to the bank. Thanks to the measures banks take to protect the contents of their vaults (steel, alarms, guards, etc), homeowners pay banks to hold their valuables in a lock box rather than replicate the bank's security measures for their homes. The exception that proves the point is the visibly wealthy homeowner who declines to put all her valuables into the bank vault. What is the point of valuable paintings, sculpture, and jewelry if you can't enjoy it?
So how does one decide how much effort or money spent on security is enough? One tool is Annualized loss expectancy. In short, ALE is the cost (tangible and intangible) of a loss times the probability that incident will occur in a year. If the bank has $10,000 in the vault and there is a 10 percent chance of getting successfully robbed, the bank should no more (or less) than $1,000 to protect the vault. Bruce Schneier points out that the calculation get complicated and messy very quickly. 
Another approach is return on security investment (ROSI). Mirroring the business principle of return on investment, The cost of a bad thing happening is called risk exposure. A security solution mitigates that risk by some percentage. Multiplying the exposure by the percentage mitigated gives the expected return. Thus ROSI is used to identify the appropriate expenditure on securing an asset. However ROSI is not without its detractors, notable among them Bruce Schneier. 
Andrew Jauquith's Security Metrics is another worthy read on the subject. Jaquith writes on p 33 ""...practitioners of ALE suffer from a near-complete inability to reliably estimate probabilities [of occurrence] or losses."" You can read his clear and cogent alternatives to ALE and ROI. 
",1,2016-03-20 16:45:58Z,326
26,3,"
Both are applicable.
Securing something means reducing the risks associated with running such a network, system or application.
In information security the risks are often in the CIA triad - Confidentiality, Integrity and Availability. For example, an application may have a security vulnerability that affects the confidentiality of data. Securing the application against this risk would involve remediating the security vulnerability or removing the threat. However, it is not usually possible to achieve the latter. It may not be practical to make this vulnerability ""as secure as possible"", however the risk can be mitigated to a level that is acceptable by the business, so often the action that is taken is to make it ""more secure"".
",0,2016-03-20 12:43:27Z,327
26,4,"
Security usually refers to secure sharing, meaning techniques of sharing certain information only with the people you want to share it with.  If you do not have anything to share, then it is easy to be secure, just do not give anyone any information about yourself.  However, that approach is quite impractical, as living and doing business require sharing certain information: financial information with business partners, medical information with doctors, identification information with business partners and government, personal information with friends and family, etc.
Usually when people talk about a 'lack of security' they are referring to a demonstrated vulnerability and usually a sever vulnerability.  In some sense, hackers, cons, fraudsters, and thieves are always testing your security, both electronic and physical.  Most of the time you, your computers, and your life are okay, you loose no information to the wrong person, and we call this 'secure'.  At other times, there is a problem, such as a break and entry in your home, or perhaps a data breach on your computer.  In this case we call this a security problem.
The process of recovering a secure situation after a breach involves risk analysis and vulnerability repair.  If you are interested in legal action, then forensics comes into play.  Fixing the security holes is fundamentally different than getting justice which involves law enforcement.  Most computer security professionals focus on fixing security holes first, and forensics second.  Although, during the vulnerability analysis phase, there is a certain amount of forensics used to discover the vulnerability, but usually it does not pass the standard used in a court of law.
",0,2016-03-20 15:07:32Z,328
26,5,"
In terms of cryptography, secure means not broken. And broken means, there is a method to decrypt better than brute force.
And as you know, brute force is the method of desperation where you need to try all possible keys. 
",0,2016-03-20 16:17:23Z,329
27,1,"
If you are attempting to be compliant and/or avoid the breach notification rule under HIPAA in the United States, then obfuscating data relationships within your database will not help you at all.
Under HIPAA, if data is encrypted you need not notify patients/insurance providers/etc about the breach.  However, encrypted means that it was encrypted using a FIPS 140-2 compliant cipher and only this encrypted data was obtained by the third party.
On a database, you can make use of tools such as transparent database encryption, or third-party encryption suites.  This would mean if someone got a copy of the database, it would be FIPS 140-2 compliantly encrypted, and thus not triggering breach notifications or other consequences under HIPAA. 
However, simply having a hard to understand database is covered nowhere under HIPAA, and security-by-obscurity doesn't win you any points on a CMS audit...even if you explain obscurity is a ""compensating control"" for a HIPAA requirement.
Also while security typically means keeping unauthorized individuals out, the next worst thing to be able to happen to an organization keeping PHI data is losing that data.  Having a DB with complex relationships makes it easy to lose that data, and integrity of your data should be considered a security concern when dealing with HIPAA.
Note that transparent database encryption or other on-line encryption methods will do little against the online compromise of the database, e.g. through SQL injection.  If someone gets a DB dump by running SELECT * statements, this data wouldn't be encrypted.  For this, youl'l need to secure/segment your database users and also look into best practices for securing the frontend web application. 
In short, encrypt the database somehow; but DB encryption should only be a small part of a larger HIPAA compliance strategy.  Security by obscurity, however, should not be any part of your security strategy. 
",4,2015-11-03 18:39:01Z,339
27,2,"
You asked for best, let me start by qualifying my answer as best in a sense that it is my best effort to allow you to make your own choice perhaps with more confidence. Since 'best' can be quite subjective, and I am not the all powerful knower of things, I'm quite sure another best answer can be found.
I also want to quote AviD's Rule of Usability:

Security at the expense of usability comes at the expense of security.

(While there is no direct connection to this, I do want to point to it if only to make mention that if you break usability, then all is for naught)
My first thought is ""Oh no, your entire DB is stolen!"". I would hope that your first priority is to prevent this (I don't know if you're actually worried about this or if it's just planning for a worst case scenario). Then make every necessary effort to hide all required data. Any additional data that you can hide without a noticeable performance hit is gravy.
I've done a very small amount of HIPAA in my time and have found some rules to be perhaps intentionally vague. I assume this is to allow new techniques to be used without having to change the rules or something to that effect.
In short, if obfuscating ids is required in your situation, then you must do that (requirements are requirements), if not, then you can do that if you feel the difficulty and performance hit is tolerable. Follow the requirements first. Go above and beyond where it makes sense.
In your case, it seems as though it doesn't make sense to go to all that extra trouble only to make future maintenance that much more difficult. It might be a better use of time to focus on securing the DB itself while maintaining encryption/obfuscation only on the required fields. You can obfuscate ids all you want, but if the DB is easily stolen, then what is the point?
PS: I'm not a lawyer, nor do I play one on TV. Make sure you check HIPAA requirements yourself if you are in fact dealing with HIPAA.
",3,2015-11-03 15:29:47Z,340
27,3,"
This is ultimately a terrible idea, and will cost you in terms of data integrity.  Data relationships that are obscured are data relationships that will become corrupted, and unreliable.  It doesn't even make you more secure.  Obscurity protects only from the mildest of curiosity.  Look at the long history of cracked obscured systems for evidence of this.
This approach will lead to lost appointments, possibly appointments made with the wrong doctor, and a generally unreliable system.
In general, these sorts of requirements (HIPPA, PCI, etc) are written by non-technologists, and are up for broad interpretation.  
Ask the person driving the requirement if he/she is willing to sacrifice the integrity and reliability of the system for security through obscurity.  That's essentially what's being asked for.  My guess is someone is interpreting HIPPA is a very narrow way if they're asking for crazy things like ""obscuring database table IDs"".
My general advice is find someone with expertise in interpretting HIPPA requirements of what you can actually do rather than someone trying to interpret it in the most restrictive sense possible. 
",3,2015-11-03 15:45:34Z,26
27,4,"
Just started looking into HIPPA compliance for an upcoming application I'm building, and from what I see you're taking the rules/regulations a little overboard. As far as obfuscating your data goes, one of the main requirements is protecting your Electronic Protected Health Information or (ePHI) This includes stuff like Names, SSI numbers, or private or patient sensitive data. One of your internal Id's in your database wouldn't fall under this category, and trying to obfuscate that would just create a whole world of problems for you while not accomplishing anything. For example, if some data breach were to happen and they see that Id 5 is tied to id 8, it would not mean much to anyone without some other personal data, which would be encrypted.
Again I may not be the best source since I am just learning about HIPPA compliance also, but I know a good amount about PCI compliance and they seem pretty similar. 
",2,2017-01-17 21:43:14Z,341
27,5,"
I agree with the others: this is bad practice, from every POV, including design, audit, recovery, security, performance.  The list goes on.
If a hacker gets into the database, the game is over.  It doesn't matter if you obfuscated data, it will be a matter of time before that can be de-obfuscated.
RDBMS these days allow column-based permissions, and so, using real keys to join to other tables will allow standard SQL queries to be used, without the overhead to de-obfuscate.  Moreover, your auditors will appreciate the attention to ability to scale, upgrade, troubleshoot, and still maintain integrity and security.
Having said that, some vendors, like Microsoft and Oracle, maybe others, have stepped up and allowed very focused encryption.  Keys are stored in a separate system, and access to columns are protected.  Microsoft SQL Server, for example, uses TDE (transparent data encryption) and extensible key management (EKM) to do just this.  Therefore, your table structures don't change, and you don't compromise the overhead of joins with obfuscation, et al.  So, while you might have a doctor and a patient, you won't necessarily know the names or other details of either, since TDE can allow encryption of these fields.
RDBMS systems also allow for encryption of the entire database, to handle instances where the database itself is stolen.
In short, don't obfuscate the keys to the data.  Rather, encrypt the data that is sensitive.  You can look at like this: Don't obfuscate the metadata; rather, only encrypt the data.  Think of the keys and foreign keys as metadata.
Be careful, too, not to fall victim to the practice of placing strong security on the front door, all the while leaving the back door unlocked: your transaction logs, error logs, application, application logs, backup systems, and people who are trusted to have access to this data and applications are all sources for leaks, so, shore up permissions, and be careful what you log, and what you do with those logs.
Once you apply these principles, it becomes less important to obfuscate keys.
",0,2017-01-18 15:30:59Z,342
28,1,"

Is there such a thing? 

Absolutely.  Feeding malicious input to a parser is one of the most common ways of creating an exploit (and, for a JPEG, ""decompression"" is ""parsing"").

Is this description based on some real exploit?

It might be based on the Microsoft Windows GDI+ buffer overflow vulnerability:

There is a buffer overflow vulnerability in the way the JPEG parsing
  component of GDI+ (Gdiplus.dll) handles malformed JPEG images. By
  introducing a specially crafted JPEG file to the vulnerable component,
  a remote attacker could trigger a buffer overflow condition.
...
A remote, unauthenticated attacker could potentially execute arbitrary
  code on a vulnerable system by introducing a specially crafted JPEG
  file. This malicious JPEG image may be introduced to the system via a
  malicious web page, HTML email, or an email attachment.

.

This was published in December 2006.

The GDI+ JPEG parsing vulnerability was published in September 2004.

Is it sensible to say ""the operating system"" was decompressing the image to render it?

Sure; in this case, it was a system library that required an OS vendor patch to correct it.  Often such libraries are used by multiple software packages, making them part of the operating system rather than application-specific.
In actuality, ""the email application invoked a system library to parse a JPEG,"" but ""the operating system"" is close enough for a novel.
",177,2015-08-26 19:10:55Z,35
28,2,"
Agreeing with others to say yes this is totally possible, but also to add an interesting anecdote:
Joshua Drake (@jduck), discovered a bug based on a very similar concept (images being interpreted by the OS) which ended up being named ""Stagefright"", and affected a ridiculous number of Android devices.
He also discovered a similar image based bug in libpng that would cause certain devices to crash. He tweeted an example of the exploit basically saying ""Hey, check out this cool malicious PNG I made, it'll probably crash your device"", without realising that twitter had added automatic rendering of inline images. Needless to say a lot of his followers started having their machines crash the instant the browser tried to load the image thumbnail in their feed.
",47,2015-08-27 03:18:34Z,347
28,3,"
Unrealistic? There was recent critical bug in font definition parsing: https://technet.microsoft.com/en-us/library/security/ms15-078.aspx and libjpeg changenotes are full of security advisories. Parsing files[1] is hard: overflows, underflows, out of bounds access. Recently there were many fuzzing tools developed for semi-automatic detection of input that can cause crash.
[1] or network packets, XML or even SQL queries.
",10,2015-08-27 15:48:14Z,351
28,4,"
As others have pointed out, such attacks usually exploit buffer overflows.
Regarding the nuts-and-bolts of how, it's called a stack-smashing attack. It involves corrupting the call stack, and overwriting an address to legitimate code to be executed with an address to attacker-supplied code, which gets executed instead.
You can find details at insecure.org/stf/smashstack.html.
",1,2015-08-30 19:42:25Z,352
28,1,"
You can't.
To securely send information over an unsecure channel, you need encryption. 
Symmetric encryption is out, because you would first need to transport the key, which you can't do securely over an unsecure channel[*].
That leaves you with public key cryptography. You could of course roll your own, but you don't want to be a Dave, so that's out, which leaves you with HTTPS.
[*] You can of course try to use a secure channel to exchange the key, for example physical exchange of a key. Then you can use secret key crypto, like Kerberos.
",109,2018-11-09 14:08:48Z,332
28,2,"
TLS is really the only way to do it.
But what if I encrypt it with JavaScript?
The attacker can change the JavaScript you send to the client, or simply inject their own JavaScript that logs all information entered.
Then I'll use CSP and SRI to prevent the addition of scripts and the modification of my own scripts.
Glad you're using modern tools to help protect your site, but SRI in a non-secure context really only protects against the compromise of an external resource. An attacker can simply modify the CSP headers and SRI tags.
There's really no way to do this without using encryption from the beginning, and the only standard way to do that is to use TLS.
",45,2018-11-09 14:09:52Z,220
28,3,"
While I agree that you should use HTTPS, you can make it even more secure by using the Salted Challenge Response Authentication Mechanism (SCRAM, see RFC 5802) for the actual authentication exchange.
It's not trivial to implement, but the gist of it is that, rather than send the password to the server, you send proof to the server that you know the password. Since deriving the proof uses a nonce from the client and server, it's not something that can be reused by an attacker (like sending the hash itself would be).
This has a few added benefits to using HTTPS with the basic authentication you describe:

The server never actually sees your password as you log in. If someone has managed to insert malicious code onto the server, they still won't know what your password is.
If there is a bug in the HTTPS implementation (think Heartbleed), attackers still won't be able to acquire your password. Because, even once TLS is bypassed, the password isn't available.
If, for some reason, you can't use HTTPS, this is better than sending the password in the clear. An attacker will not be able to guess your password based on the exchange. That said, you should still use HTTPS, because defense in depth is better.

Please note that this is only secure if the client is able to perform the SCRAM computations without downloading code from the server. You could provide a fat client, or users may be able to write their own code that they control. Downloading the SCRAM code over HTTP would give an attacker an opportunity to modify the SCRAM code to send the password in cleartext, or otherwise expose it.
",26,2018-11-09 18:01:00Z,358
28,4,"
You should definitely deploy TLS in this case.
If you decide to try to invent a transport security system over HTTP, ultimately you're going to end up implementing a susbset of the TLS functionality anyway. There are many pitfalls to be aware of when designing and implementing such a system, which are further amplified when you choose to try to implement the system with a language that doesn't offer many safety features.
Even if you did implement a correct implementation of a cryptographic protocol in JavaScript (which is already a big challenge) you can't rely upon that implementation being resistant to timing attacks, and the whole thing breaks if someone has scripts disabled (e.g. with NoScript).
As a general rule you should choose the implementation that consists of the most simple, well-understood, trusted components that require you to write the least amount of security-critical code. To quote Andrew Tannenbaum:

A substantial number of the problems (in application security) are caused by buggy software, which occurs because vendors keep adding more and more features to their programs, which inevitably means more code and thus more bugs.

",7,2018-11-09 18:31:24Z,21
28,5,"

Do I need to implement some encryption algorithm like RSA public key encryption?

If you're considering trying that, you may as well just go the full mile and use HTTPS. Since you don't seem to be an expert, ""rolling your own"" encryption will undoubtedly have misimplementations that render it insecure. 
",6,2018-11-09 16:03:34Z,361
28,6,"
There is actually a way to authenticate a user over an insecure connection: Secure Remote Password (SRP) protocol. SRP is specifically designed to allow a client to authenticate itself to a server without a Man-in-the-Middle attacker being able to capture the client's password, or even replay the authentication to later impersonate the client, whether the authentication succeeded or not. Furthermore, successful authentication with SRP creates a shared secret key that both the client and the server know, but a MitM does not. This secret key could be used for symmetric encryption and/or HMACs.
However, there are a number of limitations of SRP:

The user must have registered in some secure fashion, as the registration process does require transmitting password-equivalent material (though the server does not need to store it).
Although it is safe to attempt an SRP login with an untrusted server (that is, it won't expose your password to that server, and you'll be able to tell that the server didn't have your password in its database), It's not safe to load a login web page from an untrusted server (it could send down a page that captures your every keystroke and sends it off somewhere).
Although successful authentication via SRP generates a secure shared secret key, the code to actually use this key in a web app would need to be loaded from a server, and an attacker could tamper with that code to steal the symmetric key and make changes to the requests and responses.

In other words, while SRP can be useful in situations where you have a trusted client that doesn't need to download its code over the insecure connection and also you have some other secure way to register the user(s), SRP is not suitable for a web application. Web apps always download their code from the server, so if the connection to the server isn't secure, a MitM (or other network attacker, for example somebody spoofing DNS) can inject malicious code into the web app and there's nothing that you, the victim, can do about it. Once that code is there, it can capture any password or other data you enter, steal any key that is generated, and tamper with any requests you send or responses you receive without you even knowing.
",2,2018-11-10 10:42:20Z,362
28,7,"
It is actually quite possible.
Password has to be hashed on the client side, but not with a static function. The following method uses two steps, and is inspired by the Digest access authentication:
NOTE: The server keeps a HMAC of the Password and the corresponding Key (Digest);

The client starts by requesting a nonce to the server, the server returns the Key and the Nonce;
Client calculates: HMAC( HMAC( Password, Key ), Nonce) and sends it to the server;
Server calculates: HMAC( Digest, Nonce ) and compares it to the received value.

This protects you against replay.
The main interest I see is not a protection against eavesdropping, but to be completely sure that the plaintext password will not be store on the server, not even in a system log (see Twitter or GitHub).
Note: HMAC can be replaced by PBKDF2.
",2,2018-11-10 09:38:45Z,364
28,8,"
It is certainly possible to send a password securely using HTTP. There is even a standard for it. It's called HTTP-Digest and it's defined in RFC 7616. It's been a part of the HTTP spec for quite a while. It was originally designed to use only the MD5 message-digest (""hashing"") algorithm, but later revisions of the standard allow the client and server to negotiate which algorithm to use.
Unfortunately, there are many problems with HTTP-digest and the most glaring of them is that the server needs to have the password in cleartext. So while it's possible to communicate passwords securely using HTTP, it's not possible to securely-store passwords on the server while using it. So basically, it's not useful.
As others have said, it would be better to implement TLS because it solves multiple problems all at the same time, and it's fairly forward-compatible.
",1,2018-11-10 22:51:55Z,365
28,9,"
As others have said TLS! TLS! TLS! (and with decent key length too)
But if you have to to use HTTP and any server to implement, is this for programmatic use or human use?
If for human use, are you looking at basic authentication or form-based? And are your uses able to apply a little logic E.g. not for joe public to use.
Does anything else need to be protected, or just the password itself?
If so you may be able to look at:

Use a one-time password pad/generator (RSA fobs ain't cheap, and if you've got that sort of money to spend then you can afford TLS)
Some other 2-factor auth like SMS (not without it's own issues).
A simple challenge/response mechanism to obfuscate the password, for example the  page displays two numbers on it in the text (not blatantly labelled either), user has to start password with a simple calculation such as difference between the two numbers added to each digit of a PIN, maybe with random stuff before and/or and after, eg 98634572dkkgdld. Changing the challenge numbers should stop replay attacks that aren't tried instantly, but if an attacker can capture enough attempts they may be able to work it out. You can't put any obfuscation logic in user-facing script either 'cos that'll be seen and if the scheme is too complex your users will hate you even more.

I'd still so with TLS though, certificates are cheap (even free) these days so convoluted obfuscation schemes really have no reason to exist any more.
",1,2018-11-12 21:55:03Z,366
28,10,"
An alternative would be to set up a secure VPN to the destination server, and perform a HTTP login from there. A malicious man in the middle will therefore have to break the encryption on the VPN channel in order to attack the connection and retrieve the passwords. 
However, in terms of end user usability, it's still not as good as HTTPS, since it requires them to setup and use a different channel with a different set of credentials. 
",-3,2018-11-09 23:17:20Z,368
28,11,"
You need the recipient to send you his key. You can't randomly send someone encrypted info without them first providing you with their personal public key.
",-4,2018-11-11 01:58:52Z,369
29,1,"
Welcome to the internet! This is the normal situation, business as usual.
You don't have to do anything, but to harden your website. Probes like that occurs all the time, on every site, day and night. Some people call that ""voluntary pen testing.""
Depending on your site, there are some tools that you can use to help you keep those kinds of probes out of the site. Wordpress sites have a couple plugins (you can search for Security plugins on the plugins directory), and I believe the other popular platforms out there will have equivalent plugins.
Other tool I usually employ is fail2ban. It can parse your webserver log files, and react accordingly.
",67,2018-11-05 14:08:39Z,219
29,2,"
The first step outside of immediately looking to a solution is to conduct a pentest of your own site and be actually aware of what weaknesses there are in your site. If you don't know what you are protecting, then how will you know to protect it?
First, look at the infrastructure such as CMS. For example, if you are using Wordpress, then there are pentesting tools for Wordpress available both as apps and cmd tools. ie Wordfence , and I've used WPscan also.
Second option is to look at tools like OWASP zaproxy and do an attack scan of your network and gain a list of vulnerabilities. Just a note that some of these could be false positives.
Your findings may mirror what has already been found but I think knowing what the vulnerabilities are in your own site is useful.
The next step is how you are finding out about these probes. If it was a manual check, you can also consider setting up some log collection system like NXLog 
",5,2018-11-05 15:18:27Z,374
29,3,"
Work out what they are looking for, and ban their IP for a month or two if they try it on.  You might also dummy up some PHP to slow them down. 
Do not refer them to other sites for huge downloads, and do not leave malware for them to find. 

90% will be Wordpress, PHPMyAdmin, Telephony. If they are script kiddies the same old values pop up.

Look into Fail2Ban and DenyHosts for ideas.
If you are actually running WP, harden it up with a security solution.
Only allow access to admin tools and any database by exception, and this should almost never be from an Internet address, but something local with it's own Bastion-like protection.
",2,2018-11-06 02:09:45Z,12
